2024.400597,950,0,d
1036.623599,950,0,d
1283.567849,950,0,d
2271.344847,950,0,d
1530.512098,950,0,d
1777.456348,950,0,d
3000,950,-1000,d
2417.428779,950,-1000,d
0,1000,-500,d
0,631.3093998,-500,d
0,1000,3000,c
3000,1000,3000,c
3000,1000,2800,c
3000,1000,2900,c
3000,1000,2500,c
3000,1000,2700,c
3000,1000,2600,c
3000,1000,2400,c
3000,1000,2300,c
3000,1000,2200,c
3000,1000,2100,c
0,1000,2600,c
3000,1000,2000,c
0,1000,2000,c
0,1000,2100,c
0,1000,2200,c
0,1000,2300,c
0,1000,2400,c
0,1000,2500,c
2833.333333,1000,2000,c
0,1000,2700,c
0,1000,2800,c
0,1000,2900,c
2666.666667,1000,2000,c
2500,1000,2000,c
2333.333333,1000,2000,c
2166.666667,1000,2000,c
2000,1000,2000,c
1833.333333,1000,2000,c
1666.666667,1000,2000,c
1500,1000,2000,c
1333.333333,1000,2000,c
1166.666667,1000,2000,c
1000,1000,2000,c
833.3333333,1000,2000,c
666.6666667,1000,2000,c
500,1000,2000,c
333.3333333,1000,2000,c
166.6666667,1000,2000,c
2833.333333,1000,2100,c
2666.666667,1000,2100,c
2500,1000,2100,c
2333.333333,1000,2100,c
2166.666667,1000,2100,c
2000,1000,2100,c
1833.333333,1000,2100,c
1666.666667,1000,2100,c
1500,1000,2100,c
1333.333333,1000,2100,c
1166.666667,1000,2100,c
1000,1000,2100,c
833.3333333,1000,2100,c
666.6666667,1000,2100,c
500,1000,2100,c
333.3333333,1000,2100,c
166.6666667,1000,2100,c
2833.333333,1000,2200,c
2666.666667,1000,2200,c
2500,1000,2200,c
2333.333333,1000,2200,c
2166.666667,1000,2200,c
2000,1000,2200,c
1833.333333,1000,2200,c
1666.666667,1000,2200,c
1500,1000,2200,c
1333.333333,1000,2200,c
1166.666667,1000,2200,c
1000,1000,2200,c
833.3333333,1000,2200,c
666.6666667,1000,2200,c
500,1000,2200,c
333.3333333,1000,2200,c
166.6666667,1000,2200,c
2833.333333,1000,2300,c
2666.666667,1000,2300,c
2500,1000,2300,c
2333.333333,1000,2300,c
2166.666667,1000,2300,c
2000,1000,2300,c
1833.333333,1000,2300,c
1666.666667,1000,2300,c
1500,1000,2300,c
1333.333333,1000,2300,c
1166.666667,1000,2300,c
1000,1000,2300,c
833.3333333,1000,2300,c
666.6666667,1000,2300,c
500,1000,2300,c
333.3333333,1000,2300,c
166.6666667,1000,2300,c
2833.333333,1000,2400,c
2666.666667,1000,2400,c
2500,1000,2400,c
2333.333333,1000,2400,c
2166.666667,1000,2400,c
2000,1000,2400,c
1833.333333,1000,2400,c
1666.666667,1000,2400,c
1500,1000,2400,c
1333.333333,1000,2400,c
1166.666667,1000,2400,c
1000,1000,2400,c
833.3333333,1000,2400,c
666.6666667,1000,2400,c
500,1000,2400,c
333.3333333,1000,2400,c
166.6666667,1000,2400,c
2833.333333,1000,2500,c
2666.666667,1000,2500,c
2500,1000,2500,c
2333.333333,1000,2500,c
2166.666667,1000,2500,c
2000,1000,2500,c
1833.333333,1000,2500,c
1666.666667,1000,2500,c
1500,1000,2500,c
1333.333333,1000,2500,c
1166.666667,1000,2500,c
1000,1000,2500,c
833.3333333,1000,2500,c
666.6666667,1000,2500,c
500,1000,2500,c
333.3333333,1000,2500,c
166.6666667,1000,2500,c
2833.333333,1000,2600,c
2666.666667,1000,2600,c
2500,1000,2600,c
2333.333333,1000,2600,c
2166.666667,1000,2600,c
2000,1000,2600,c
1833.333333,1000,2600,c
1666.666667,1000,2600,c
1500,1000,2600,c
1333.333333,1000,2600,c
1166.666667,1000,2600,c
1000,1000,2600,c
833.3333333,1000,2600,c
666.6666667,1000,2600,c
500,1000,2600,c
333.3333333,1000,2600,c
166.6666667,1000,2600,c
2833.333333,1000,2700,c
2666.666667,1000,2700,c
2500,1000,2700,c
2333.333333,1000,2700,c
2166.666667,1000,2700,c
2000,1000,2700,c
1833.333333,1000,2700,c
1666.666667,1000,2700,c
1500,1000,2700,c
1333.333333,1000,2700,c
1166.666667,1000,2700,c
1000,1000,2700,c
833.3333333,1000,2700,c
666.6666667,1000,2700,c
500,1000,2700,c
333.3333333,1000,2700,c
166.6666667,1000,2700,c
2833.333333,1000,2800,c
2666.666667,1000,2800,c
2500,1000,2800,c
2333.333333,1000,2800,c
2166.666667,1000,2800,c
2000,1000,2800,c
1833.333333,1000,2800,c
1666.666667,1000,2800,c
1500,1000,2800,c
1333.333333,1000,2800,c
1166.666667,1000,2800,c
1000,1000,2800,c
833.3333333,1000,2800,c
666.6666667,1000,2800,c
500,1000,2800,c
333.3333333,1000,2800,c
166.6666667,1000,2800,c
2833.333333,1000,2900,c
2666.666667,1000,2900,c
2500,1000,2900,c
2333.333333,1000,2900,c
2166.666667,1000,2900,c
2000,1000,2900,c
1833.333333,1000,2900,c
1666.666667,1000,2900,c
1500,1000,2900,c
1333.333333,1000,2900,c
1166.666667,1000,2900,c
1000,1000,2900,c
833.3333333,1000,2900,c
666.6666667,1000,2900,c
500,1000,2900,c
333.3333333,1000,2900,c
166.6666667,1000,2900,c
166.6666667,1000,3000,c
333.3333333,1000,3000,c
500,1000,3000,c
666.6666667,1000,3000,c
833.3333333,1000,3000,c
1000,1000,3000,c
1166.666667,1000,3000,c
1333.333333,1000,3000,c
1500,1000,3000,c
1666.666667,1000,3000,c
1833.333333,1000,3000,c
2000,1000,3000,c
2166.666667,1000,3000,c
2333.333333,1000,3000,c
2500,1000,3000,c
2666.666667,1000,3000,c
2833.333333,1000,3000,c
